Latin Name,Common Name,Taxon_groug,Obs_Abunda,Grid_ref,Event_Loca,Sample_Loc,Sample_Dat,Sample_Yea,Sample_Rec,Obs_Determ,Determinat,Determiner,Determin_1,Obs_Record,Sample_Com,Survey_Nam,Obs_Commen,Specimen_N,Recommen_2,Obs_Key,All_Design,lat (generated automaticaly using geodesy-test3.html from grid ref),lat (generated automaticaly using geodesy-test3.html from grid ref)
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Male,NY15B,Silloth,Silloth,Sep-43,1943,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",Sep-43,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3Z5,,54.85925324,-3.395780949
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,3 Count of Adult Male; 4 Count of worker,NY3952,Cummersdale,Cummersdale,14/08/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/08/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3Z3,,54.85905242,-2.951778851
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of worker,NY45,Carlisle,Carlisle,11/08/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",11/08/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3ZF,,54.84120316,-2.935787126
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of worker,NY45,Carlisle,Carlisle,30/07/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",30/07/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3ZE,,54.84120316,-2.935787126
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Male; 1 Count of worker,SD09I,Drigg,Drigg,22/07/1921,1921,F.H. Day,F.H. Day,Unconfirmed,,22/07/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3Z4,,54.35467477,-3.501721036
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,SP2865,Warwick,Warwick,25/05/1921,1921,F.H. Day,F.H. Day,Unconfirmed,,25/05/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F4EK,,52.28243442,-1.59098145
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY35Z,Kingmoor,Kingmoor,24/05/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",24/05/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3ZA,,54.91739374,-2.960956106
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY4543,Southwaite,Southwaite,16/05/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",16/05/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3Z9,,54.77888032,-2.856610058
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",07/05/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",07/05/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3Z8,,54.88067841,-3.053602889
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Male,NY3952,Cummersdale,Cummersdale,22/08/1920,1920,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",22/08/1920,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3Z1,,54.85905242,-2.951778851
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Male,NY339412,Warnell Fell,Warnell Fell,28/07/1918,1918,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",28/07/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3Z2,,54.76136592,-3.028743269
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,2 Count of Adult Female,NY5151,Cumwhitton Moss,Cumwhitton Moss,01/06/1918,1918,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",01/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3Z6,,54.85138823,-2.764694754
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,3 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",26/05/1900,1900,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",26/05/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3Z7,,54.88067841,-3.053602889
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",12/05/1900,1900,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",12/05/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080T0000000000000000,SR0004450000F3ZC,,54.88067841,-3.053602889
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY45A,Durdar,Durdar,15/08/1964,1964,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",15/08/1964,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AT,,54.84575528,-2.928105889
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY4054,"Currock, Carlisle","Currock, Carlisle",19/07/1930,1930,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/07/1930,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AS,,54.87714381,-2.936619901
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",14/06/1924,1924,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/06/1924,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4B0,,54.88067841,-3.053602889
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,2 Count of Adult Male,NY45A,Durdar,Durdar,05/08/1922,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",05/08/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AA,,54.84575528,-2.928105889
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY45B,Blackwell,Blackwell,30/07/1922,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",30/07/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AE,,54.86372566,-2.9285187
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY45B,Blackwell,Blackwell,18/07/1922,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",18/07/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AZ,,54.86372566,-2.9285187
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY35D,Thurstonfield,Thurstonfield,21/05/1922,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",21/05/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AY,,54.89837344,-3.085252441
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY3952,Cummersdale,Cummersdale,31/07/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",31/07/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AD,,54.85905242,-2.951778851
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY4543,Southwaite,Southwaite,16/05/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",16/05/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AX,,54.77888032,-2.856610058
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Male,SJ47,"Dunham Park, Cheshire","Dunham Park, Cheshire",11/07/1919,1919,F.H. Day,F.H. Day,Unconfirmed,,11/07/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AC,,53.22364231,-2.900141954
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Female; 1 Count of worker,NY5151,Cumwhitton Moss,Cumwhitton Moss,02/07/1918,1918,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",02/07/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AW,,54.85138823,-2.764694754
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,3 Count of Adult Female,NY5151,Cumwhitton Moss,Cumwhitton Moss,01/06/1918,1918,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",01/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AV,,54.85138823,-2.764694754
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY45A,Durdar,Durdar,19/05/1918,1918,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AU,,54.84575528,-2.928105889
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,2 Count of Adult Male,NY45A,Durdar,Durdar,Aug-04,1904,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",Aug-04,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4A9,,54.84575528,-2.928105889
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,2 Count of Adult Male,NY35H,"Orton, Carlisle district","Orton, Carlisle district",21/07/1900,1900,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",21/07/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AB,,54.88067841,-3.053602889
Bombus (Psithyrus) rupestris,Red-tailed (Hill) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,TL1653,Tempsford,Tempsford,Jun-22,1922,F.H. Day,F.H. Day,Unconfirmed,,Jun-22,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080Y0000000000000000,SR0004450000F3UD,Notable-B,52.16309101,-0.305518698
Bombus (Kallobombus) soroeensis,Broken-Belted Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",21/04/1919,1919,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",21/04/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y080Z0000000000000000,SR0004450000F3HJ,,54.88067841,-3.053602889
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY45B,Blackwell,Blackwell,19/04/1953,1953,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/04/1953,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08110000000000000000,SR0004450000F46Q,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",54.86372566,-2.9285187
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of worker,NY45B,Blackwell,Blackwell,01/07/1949,1949,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",01/07/1949,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08110000000000000000,SR0004450000F46W,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",54.86372566,-2.9285187
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of worker,NY45A,Durdar,Durdar,15/08/1944,1944,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",15/08/1944,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08110000000000000000,SR0004450000F46Y,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",54.84575528,-2.928105889
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of worker,NY45A,Durdar,Durdar,05/08/1944,1944,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",05/08/1944,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08110000000000000000,SR0004450000F46Z,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",54.84575528,-2.928105889
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of Adult Male,NY15B,Silloth,Silloth,Sep-43,1943,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",Sep-43,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08110000000000000000,SR0004450000F46D,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",54.85925324,-3.395780949
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of Adult Male,NY45A,Durdar,Durdar,15/08/1940,1940,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",15/08/1940,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08110000000000000000,SR0004450000F46F,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",54.84575528,-2.928105889
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of worker,NY3952,Cummersdale,Cummersdale,25/07/1940,1940,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",25/07/1940,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08110000000000000000,SR0004450000F46V,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",54.85905242,-2.951778851
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,2 Count of worker,NY3952,Cummersdale,Cummersdale,14/08/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/08/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08110000000000000000,SR0004450000F46X,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",54.85905242,-2.951778851
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of worker,NY45,Carlisle,Carlisle,30/07/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",30/07/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08110000000000000000,SR0004450000F46T,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",54.84120316,-2.935787126
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY35Z,Kingmoor,Kingmoor,24/05/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",24/05/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08110000000000000000,SR0004450000F46N,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",54.91739374,-2.960956106
Bombus sylvarum,Shrill Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY45A,Durdar,Durdar,26/05/1918,1918,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",26/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08110000000000000000,SR0004450000F46R,"BAP-2007, England_NERC_S.41, FEP-007_tab2, Notable-B, UKBAP-2007",54.84575528,-2.928105889
Bombus (Psithyrus) sylvestris,Forest Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,NY45B,Blackwell,Blackwell,25/08/1953,1953,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",25/08/1953,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08120000000000000000,SR0004450000F3UO,,54.86372566,-2.9285187
Bombus (Psithyrus) sylvestris,Forest Cuckoo Bee,insect - hymenopteran,1 Count of Adult Female,NY35H,"Orton, Carlisle district","Orton, Carlisle district",15/04/1923,1923,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",15/04/1923,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08120000000000000000,SR0004450000F3UP,,54.88067841,-3.053602889
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of worker,SD3316,Southport,Southport,20/09/1934,1934,F.H. Day,F.H. Day,Unconfirmed,,20/09/1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08130000000000000000,SR0004450000F3GW,,53.63621149,-3.014773735
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,SD3316,Southport,Southport,20/09/1934,1934,F.H. Day,F.H. Day,Unconfirmed,,20/09/1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08130000000000000000,SR0004450000F3G1,,53.63621149,-3.014773735
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY3952,Cummersdale,Cummersdale,27/08/1922,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",27/08/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08130000000000000000,SR0004450000F3FV,,54.85905242,-2.951778851
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY3952,Cummersdale,Cummersdale,27/08/1922,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",27/08/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08130000000000000000,SR0004450000F3GM,,54.85905242,-2.951778851
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY45A,Durdar,Durdar,26/08/1922,1922,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",26/08/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08130000000000000000,SR0004450000F3GU,,54.84575528,-2.928105889
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY45A,Durdar,Durdar,03/06/1921,1921,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/06/1921,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08130000000000000000,SR0004450000F3GK,,54.84575528,-2.928105889
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY35R,Newby Cross,Newby Cross,03/05/1919,1919,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/05/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08130000000000000000,SR0004450000F3GO,,54.86323319,-2.990827425
Bombus (Bombus) terrestris,Buff-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY45A,Durdar,Durdar,19/05/1918,1918,F.H. Day,F.H. Day,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1963.70,00010G0U05010W1Y08130000000000000000,SR0004450000F3GS,,54.84575528,-2.928105889
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,SD422785,Grange Embankment,Grange Embankment,12/06/1998,1998,Neil Robinson,Neil Robinson,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",12/06/1998,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 2004.126,00010G0U05010W1Y080F0000000000000000,SR0004450000F3SL,,54.19897957,-2.887489366
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of worker,SD522892,"Natland, Abbey Drive, No.3 (garden)","Natland, Abbey Drive, No.3 (garden)",11/07/1995,1995,Neil Robinson,C. Clee,Validation,,11/07/1995,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 2004.126,00010G0U05010W1Y080F0000000000000000,SR00044500005CVU,,54.29616739,-2.735929319
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,NS224095,"Culzean,Ayrshire","Culzean,Ayrshire",07/07/1995,1995,Neil Robinson,C. Clee,Correct,,07/07/1995,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 2004.126,00010G0U05010W1Y080F0000000000000000,SR0004450000F3SN,,55.3473378,-4.802470166
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,NS327371,Shewalton N.R. Ayr,Shewalton N.R. Ayr,01/07/1995,1995,Neil Robinson,R Uffen,Unconfirmed,,01/07/1995,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 2004.126,00010G0U05010W1Y080F0000000000000000,SR0004450000F3SP,,55.59868627,-4.656852284
Bombus (Psithyrus) bohemicus,Gypsy (Bohemian) Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,SD480775,Gaitbarrows,Gaitbarrows,30/06/1995,1995,Neil Robinson,C. Clee,Correct,,30/06/1995,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 2004.126,00010G0U05010W1Y080F0000000000000000,SR0004450000F3SK,,54.19061532,-2.798420464
Bombus (Bombus) lucorum,White-Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,SD448769,Heathwaite,Heathwaite,07/07/1998,1998,Neil Robinson,Neil Robinson,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",07/07/1998,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 2004.126,00010G0U05010W1Y080P0000000000000000,SR0004450000F09E,,54.18488841,-2.847345796
Bombus (Psithyrus) campestris,Field Cuckoo Bee,insect - hymenopteran,2 Count of Adult Male,NX998068,"Silver Tarn,Hollas and Harnsey Mosses","Silver Tarn,Hollas and Harnsey Mosses",23/08/2001,2001,Neil Robinson,Neil Robinson,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",23/08/2001,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 2004.127,00010G0U05010W1Y080G0000000000000000,SR0004450000F3TS,,54.44668393,-3.546727762
Bombus (Psithyrus) campestris,Field Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,SD522892,"Natland, Abbey Drive, No.3 (garden)","Natland, Abbey Drive, No.3 (garden)",07/07/2001,2001,Neil Robinson,Neil Robinson,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",07/07/2001,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 2004.127,00010G0U05010W1Y080G0000000000000000,SR0004450000F3TV,,54.29616739,-2.735929319
Bombus (Psithyrus) campestris,Field Cuckoo Bee,insect - hymenopteran,1 Count of Adult Male,SD415787,Brown Robin,Brown Robin,28/08/1998,1998,Neil Robinson,Neil Robinson,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",28/08/1998,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 2004.127,00010G0U05010W1Y080G0000000000000000,SR0004450000F3TU,,54.20069729,-2.898256905
Bombus (Melanobombus) lapidarius,Large Red Tailed Bumble Bee,insect - hymenopteran,1 Count of Adult Male,SD1967,Barrow Island,Barrow Island,20/07/2001,2001,Neil Robinson,Neil Robinson,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",20/07/2001,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 2004.127,00010G0U05010W1Y080O0000000000000000,SR0004450000F3M4,,54.09250369,-3.239940788
